study_id,Comparison#,Author,Year publication,Journal,Title,Author Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study type,In Seufert,In Badgley,In de Ponti,Crop species,Crop type,Duration of study,Research project,Study site,Y_coord,X_coord,year-org,year-conv,DataThief used,Perennial,Legume,Comparability of system,Drought,Time since conversion,Conv system type,Org system type,Conv yield comparability,BMP,Multi crop,Rotations,non food rotation,Org fertilizer type,Green manure org,Animal manure org,N input,N inputs include all inputs,Org N input kg/ha,Conv N input kg/ha,P input,Org P input kg/ha,Conv P input kg/ha,Irrigation,Tillage,GDD,Moisture,Soil carbon,Soil pH,Soil pH source,Yield unit,Data location,Conv treatment,Organic treatment,Variance across year,Lajeunesse method used,mean_ctrl,SD_ctrl,N_ctrl,mean_trt,SD_trt,N_trt,lnRR,var lnRR
39,434,Gosavi et al.,2009,Agric. Sci. Digest,Organic farming in soybean-wheat cropping sequence,"Agricultural Research Station, Niphad, Nashik, India ",India,Asia,no,medium,subtropical,journal,experimental,no,no,no,wheat,cereals,short,Gosavi 2005 to 2008,"Agricultural Research Station, Niphad, Dist. Nashik ",NA,NA,2005 to 2008,2005 to 2008,no,annual,non-legume,comparable,no,NA,commercial,org stand,NA,no,both mono,similar,no,animal,no,no,similar,yes,50,50,similar,75,75,yes,NA,high,NA,NA,alkaline,paper,kg/ha,Tab. 3,T6,T4 - vermicompost,yes,yes,5292.333333,487.7400264,3,3728.333333,466.8065267,3,-0.350297926,0.008056582
39,435,Gosavi et al.,2009,Agric. Sci. Digest,Organic farming in soybean-wheat cropping sequence,"Agricultural Research Station, Niphad, Nashik, India ",India,Asia,no,medium,subtropical,journal,experimental,no,no,no,wheat,cereals,short,Gosavi 2005 to 2008,"Agricultural Research Station, Niphad, Dist. Nashik ",NA,NA,2005 to 2008,2005 to 2008,no,annual,non-legume,comparable,no,NA,commercial,org stand,NA,no,both mono,similar,no,fertilizer,no,no,similar,yes,50,50,similar,75,75,yes,NA,high,NA,NA,alkaline,paper,kg/ha,Tab. 3,T5,T2 - FYM,yes,yes,5292.333333,487.7400264,3,4745.666667,660.450099,3,-0.109027311,0.00928715
39,436,Gosavi et al.,2009,Agric. Sci. Digest,Organic farming in soybean-wheat cropping sequence,"Agricultural Research Station, Niphad, Nashik, India ",India,Asia,no,medium,subtropical,journal,experimental,no,no,no,wheat,cereals,short,Gosavi 2005 to 2008,"Agricultural Research Station, Niphad, Dist. Nashik ",NA,NA,2005 to 2008,2005 to 2008,no,annual,non-legume,comparable,no,NA,commercial,org stand,NA,no,both mono,similar,no,animal,no,yes,similar,yes,50,50,similar,75,75,yes,NA,high,NA,NA,alkaline,paper,kg/ha,Tab. 3,T8,T6 - cow urine,yes,yes,5292.333333,487.7400264,3,3133.666667,196.4111334,3,-0.524055454,0.004140638
45,456,Helmers et al.,1986,American Journal of Alternative Agriculture,An economic analysis of alternative cropping systems for east-central Nebraska,"University of Nebraska, Lincoln.",United States,North America,yes,very high,temperate,journal,experimental,no,no,no,maize,cereals,medium,Helmers et al. 1986,Agricultural Field Laboratory at Mead Nebraska,NA,NA,1978to1985,1978to1985,no,annual,non-legume,comparable,NA,recent,low input,org stand,comparable,NA,both mono,similar,both,mix,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bu/acre,Tab. 1,low input,org stand,yes,yes,83.5,34.6657509,8,81.625,35.61274852,8,-0.022711044,0.045338984
45,457,Helmers et al.,1986,American Journal of Alternative Agriculture,An economic analysis of alternative cropping systems for east-central Nebraska,"University of Nebraska, Lincoln.",United States,North America,yes,very high,temperate,journal,experimental,no,no,no,soybean,oil crops,medium,Helmers et al. 1986,Agricultural Field Laboratory at Mead Nebraska,NA,NA,1978to1985,1978to1985,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,similar,both,mix,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bu/acre,Tab. 1,commercial,org stand,yes,yes,36,11.71080088,8,32.375,11.55035559,8,-0.106132418,0.029137916
45,458,Helmers et al.,1986,American Journal of Alternative Agriculture,An economic analysis of alternative cropping systems for east-central Nebraska,"University of Nebraska, Lincoln.",United States,North America,yes,very high,temperate,journal,experimental,no,no,no,maize,cereals,medium,Helmers et al. 1986,Agricultural Field Laboratory at Mead Nebraska,NA,NA,1978to1985,1978to1985,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,similar,both,mix,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bu/acre,Tab. 1,commercial,org stand,yes,yes,87.875,36.36496548,8,81.625,35.61274852,8,-0.073779763,0.045200893
45,459,Helmers et al.,1986,American Journal of Alternative Agriculture,An economic analysis of alternative cropping systems for east-central Nebraska,"University of Nebraska, Lincoln.",United States,North America,yes,very high,temperate,journal,experimental,no,no,no,oat,cereals,medium,Helmers et al. 1986,Agricultural Field Laboratory at Mead Nebraska,NA,NA,1978to1985,1978to1985,no,annual,non-legume,comparable,NA,recent,low input,org stand,comparable,NA,both mono,similar,both,mix,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bu/acre,Tab. 1,low input,org stand,yes,yes,51.75,24.41164827,8,56.25,30.09390066,8,0.083381609,0.063593768
45,460,Helmers et al.,1986,American Journal of Alternative Agriculture,An economic analysis of alternative cropping systems for east-central Nebraska,"University of Nebraska, Lincoln.",United States,North America,yes,very high,temperate,journal,experimental,no,no,no,soybean,oil crops,medium,Helmers et al. 1986,Agricultural Field Laboratory at Mead Nebraska,NA,NA,1978to1985,1978to1985,no,annual,non-legume,comparable,NA,recent,low input,org stand,comparable,NA,both mono,similar,both,mix,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bu/acre,Tab. 1,low input,org stand,yes,yes,35.875,11.01216859,8,32.375,11.55035559,8,-0.102654154,0.027688412
45,461,Helmers et al.,1986,American Journal of Alternative Agriculture,An economic analysis of alternative cropping systems for east-central Nebraska,"University of Nebraska, Lincoln.",United States,North America,yes,very high,temperate,journal,experimental,no,no,no,oat,cereals,medium,Helmers et al. 1986,Agricultural Field Laboratory at Mead Nebraska,NA,NA,1978to1985,1978to1985,no,annual,non-legume,comparable,NA,recent,commercial,org stand,comparable,NA,both mono,similar,both,mix,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bu/acre,Tab. 1,commercial,org stand,yes,yes,53.375,25.17900202,8,56.25,30.09390066,8,0.05246357,0.063595545
46,462,Herencia et al.,2007,"Agronomy Journal 99, 973-983","Comparison between organic and mineral fertilization for soil fertility levels, crop macronutrient concentrations, and yield","Instituto de Investigacion y Formacion Agraria y Pesquera ""Las Torres-Tomejil"" Seville",Spain,Europe,yes,very high,temperate,journal,experimental,yes,no,no,chard,vegetables,medium,"CIFA ""Las Torres-Tomejil"" farm","Alcala del Rio, Seville, Spain",37.52,-5.97,1999 to 2004,1999 to 2004,no,annual,non-legume,comparable,no,young,commercial,org stand,higher,no,both mono,similar,no,plant,yes,no,similar,no,225,268,more conv,145,151,yes,NA,high,high,high,strong alkaline,paper,Mg/ha,Tab. 8,conv,org,yes,no,316.8,95.87,3,316.4,77.34,3,-0.001263424,0.050442829
46,463,Herencia et al.,2007,"Agronomy Journal 99, 973-983","Comparison between organic and mineral fertilization for soil fertility levels, crop macronutrient concentrations, and yield","Instituto de Investigacion y Formacion Agraria y Pesquera ""Las Torres-Tomejil"" Seville",Spain,Europe,yes,very high,temperate,journal,experimental,yes,no,no,pumpkin,fruit,medium,"CIFA ""Las Torres-Tomejil"" farm","Alcala del Rio, Seville, Spain",37.52,-5.97,1999 to 2004,1999 to 2004,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,similar,no,225,268,more conv,145,151,yes,NA,high,high,high,strong alkaline,paper,Mg/ha,Tab. 8,conv,org,yes,no,28.2,15.06,3,32.38,16.75,3,0.13821897,0.18426506
46,464,Herencia et al.,2007,"Agronomy Journal 99, 973-983","Comparison between organic and mineral fertilization for soil fertility levels, crop macronutrient concentrations, and yield","Instituto de Investigacion y Formacion Agraria y Pesquera ""Las Torres-Tomejil"" Seville",Spain,Europe,yes,very high,temperate,journal,experimental,yes,no,no,tomato,fruit,medium,"CIFA ""Las Torres-Tomejil"" farm","Alcala del Rio, Seville, Spain",37.52,-5.97,1999 to 2004,1999 to 2004,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,similar,no,225,268,more conv,145,151,yes,NA,high,high,high,strong alkaline,paper,Mg/ha,Tab. 8,conv,org,yes,no,79.5,28.66,5,73.14,27.36,5,-0.083381609,0.053979241
46,465,Herencia et al.,2007,"Agronomy Journal 99, 973-983","Comparison between organic and mineral fertilization for soil fertility levels, crop macronutrient concentrations, and yield","Instituto de Investigacion y Formacion Agraria y Pesquera ""Las Torres-Tomejil"" Seville",Spain,Europe,yes,very high,temperate,journal,experimental,yes,no,no,bean,pulses,medium,"CIFA ""Las Torres-Tomejil"" farm","Alcala del Rio, Seville, Spain",37.52,-5.97,1999 to 2004,1999 to 2004,no,annual,legume,comparable,no,young,commercial,org stand,comparable,no,both mono,similar,no,plant,yes,no,similar,no,225,268,more conv,145,151,yes,NA,high,high,high,strong alkaline,paper,Mg/ha,Tab. 8,conv,org,yes,no,21.87,18.97,4,13.92,7.32,4,-0.45178918,0.257227665
47,466,IBDF Darmstadt b,1996,biodynamic-research.net (http://www.biodynamic-research.net/ras/s/ltteng/lvda1eng/1988-1991-growth-and-yield-of-winter-rye),1988-1991 Growth and yield of winter rye,"Institute of Biodynamic Research, Darmstadt",Germany,Europe,yes,very high,temperate,grey,experimental,yes,no,no,rye,cereals,short,IBDF Darmstadt (1989-1991),"Darmstadt, Germany",49.87,8.65,1989 to 1991,1989 to 1991,yes,annual,non-legume,comparable,no,NA,commercial,org stand,comparable,no,both mono,similar,both,animal,no,yes,similar,yes,100,100,more conv,74,75,no,NA,high,high,high,strong acidic,dataset,dt/ha,http://www.biodynamic-research.net/ras/s/ltteng/lvda1eng/1988-1991-growth-and-yield-of-winter-rye,MIN,CM,yes,yes,36.2,5.8,3,22.7,5,3,-0.466694194,0.024729045
47,467,IBDF Darmstadt b,1996,biodynamic-research.net (http://www.biodynamic-research.net/ras/s/ltteng/lvda1eng/1988-1991-growth-and-yield-of-winter-rye),1988-1991 Growth and yield of winter rye,"Institute of Biodynamic Research, Darmstadt",Germany,Europe,yes,very high,temperate,grey,experimental,yes,no,no,rye,cereals,short,IBDF Darmstadt (1989-1991),"Darmstadt, Germany",49.87,8.65,1989 to 1991,1989 to 1991,yes,annual,non-legume,comparable,no,NA,commercial,biodynamic,comparable,no,both mono,similar,both,animal,no,yes,similar,yes,100,100,more conv,73,75,no,NA,high,high,high,strong acidic,dataset,dt/ha,http://www.biodynamic-research.net/ras/s/ltteng/lvda1eng/1988-1991-growth-and-yield-of-winter-rye,MIN,CMBD,yes,yes,36.2,5.8,3,24.2,5.5,3,-0.402706486,0.025774553
50,473,Jarvan & Edesi,2009,"Agronomy Research 7(Special Issue I), 289-299",The effect of cultivation methods on the yield and biological quality of potato,"Department of Plant Science, Estonian Research Institute of Agriculture",Estonia,Europe,yes,very high,temperate,journal,experimental,yes,no,no,potato,roots & tubers,very short,"Olustvere, Central-Estonia field trial","Olustevere, Estonia",58.55,25.57,2007 to 2008,2007 to 2008,no,annual,non-legume,not truly comparable,no,young,commercial,org stand,higher,no,both mono,similar,both,animal,yes,yes,similar,no,282,342,more conv,44.5,70.5,no,standard,medium,high,medium,neutral,paper,t/ha,Tab. 1,Conventional,Organic II,yes,yes,47,24,2,15,5,2,-1.142097401,0.185931291
50,474,Jarvan & Edesi,2009,"Agronomy Research 7(Special Issue I), 289-299",The effect of cultivation methods on the yield and biological quality of potato,"Department of Plant Science, Estonian Research Institute of Agriculture",Estonia,Europe,yes,very high,temperate,journal,experimental,yes,no,no,potato,roots & tubers,very short,"Olustvere, Central-Estonia field trial","Olustevere, Estonia",58.55,25.57,2007 to 2008,2007 to 2008,no,annual,non-legume,not truly comparable,no,young,commercial,org stand,higher,no,both mono,similar,both,plant,yes,no,more conv,no,0,342,more conv,0,70.5,no,standard,medium,high,medium,neutral,paper,t/ha,Tab. 1,Conventional,Organic I,yes,yes,47,24,2,11,1,2,-1.452252329,0.134507967
53,479,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2006,2006,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - pyra var,org - pyra var,no,no,1.32,0.208,4,1.45,0.274,4,0.09393182,0.015134522
53,480,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2006,2006,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - spacinska,org - spacinska,no,no,2.18,0.216,4,2.22,0.106,4,0.018182319,0.003024301
53,481,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2006,2006,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - jana var,org - jana var,no,no,1.12,0.231,4,1.3,0.27,4,0.149035579,0.021418789
53,482,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2007,2007,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - jana var,org - jana var,no,no,0.78,0.063,4,0.9,0.8,4,0.143100844,0.199161781
53,483,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2005,2005,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - jana var,org - jana var,no,no,1.33,0.053,4,1.33,0.288,4,0,0.012119538
53,484,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2005,2005,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - spacinska,org - spacinska,no,no,1.33,0.274,4,1.49,0.069,4,0.113597178,0.011146673
53,485,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2005,2005,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - pyra var,org - pyra var,no,no,1.46,0.23,4,1.83,0.358,4,0.225879531,0.015771879
53,486,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2007,2007,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - pyra var,org - pyra var,no,no,1.7,0.123,4,1.86,0.061,4,0.089948237,0.001577626
53,487,Kalinova et al.,2011,Food Chemistry,"The influence of organic and conventional crop management, variety and year on the yield and flavonoid level in common buckwheat groats",University of South Bohemia,Czech Republic,Europe,yes,very high,temperate,journal,experimental,no,no,no,buckwheat,cereals,medium,field experiment,experimental farm in Lukavec,49.34,14.593,2007,2007,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both mono,similar,no,animal,NA,yes,similar,yes,30,50,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,t/ha,Tab.3,con - spacinska,org - spacinska,no,no,1.96,0.06,4,2.1,0.138,4,0.068992871,0.001313869
56,491,Kitchen et al.,2003,"Australian Journal of Agriculture 54, 889-901",Comparing wheat grown in South Australian organic and conventional farming systems,"Discipline of Animal Sciences, University of Adelaide",Australia,Australia,yes,very high,temperate,journal,experimental,yes,no,yes,wheat,cereals,very short,field trial neighbouring farms Wolseley,"Nadda and Wudinna, Australia",-36.35,140.9,1998,1998,yes,annual,non-legume,not truly comparable,no,NA,commercial,certified,comparable,no,both mono,similar,both,NA,NA,NA,more conv,NA,0,3.55,more conv,0.2,11.05,no,NA,high,high,medium,neutral,paper,t/ha,Fig. 4,marginal rain conventional,marginal rain organic,no,no,1.3925,0.270354705,4,0.8025,0.390501814,4,-0.551124117,0.068620115
62,600,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2002-2003,2002-2003,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,27.02333333,1.640436934,3,14.18666667,3.701652784,3,-0.644398134,0.023922256
62,601,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2003-2004,2003-2004,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,24.46333333,1.999258196,3,13.54,3.450492718,3,-0.59152713,0.023873604
62,602,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2002-2003,2002-2003,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,26.64,1.627144738,3,12.46666667,3.914847805,3,-0.75935543,0.034114162
62,603,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2002-2003,2002-2003,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,35.80333333,4.097588722,3,21.52333333,3.837373234,3,-0.508903381,0.014961702
62,604,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2003-2004,2003-2004,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,25.40666667,2.773307292,3,19.87333333,3.133374113,3,-0.245632807,0.012258049
62,605,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,22.10666667,3.269561642,3,15.94,2.335465692,3,-0.327047549,0.014447056
62,606,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,15.57666667,3.17956496,3,9.456666667,1.585948717,3,-0.499054108,0.023264019
62,607,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,14.81333333,2.52500165,3,8.896666667,3.41804525,3,-0.509851001,0.058886586
62,608,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2004-2005,2004-2005,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,5.453333333,4.336384823,3,3.11,1.145294722,3,-0.561604316,0.25597635
62,609,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2002-2003,2002-2003,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,27.48,5.154687187,3,14.37666667,5.066846488,3,-0.647851945,0.053132275
62,610,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2005-2006,2005-2006,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,3.043333333,1.13738003,3,0.866666667,0.555367746,3,-1.256054249,0.183436332
62,611,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2005-2006,2005-2006,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,2.556666667,1.4571662,3,2.715,0.898025612,3,0.060087627,0.144748498
62,612,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2006-2007,2006-2007,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,8.543333333,1.51110335,3,9.84,0.788225856,3,0.141304459,0.01256717
62,613,Lo Scalzo et al.,2008,Conference proceeding ,Organic vs. Conventional Field Trials: the Effect on Cauliflower,"National Consil for Agricultural Research, Italy",Italy,Europe,yes,very high,temperate,grey,experimental,no,no,yes,cauliflower,vegetables,medium,NA,Research Unit for Horticulture (ORA) of National Council for Agricultural Research (CRA),NA,NA,2006-2007,2006-2007,no,annual,non-legume,comparable,no,young,commercial,org stand,comparable,yes,both mono,similar,no,animal,no,yes,similar,yes,150,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,t/ha,from author,conv,org,no,no,12.86666667,0.391066917,3,13.65,1.45285925,3,0.059099534,0.004084176
